name,n,k,seed,mode,err,time-proposed,time-brandes
BA,10,4,0,delete,0,9.2e-5,5.7e-5
BA,10,4,0,delete,0,9.2e-5,6e-5
BA,10,4,0,delete,0,9.3e-5,5.8e-5
BA,10,4,0,delete,0,9.3e-5,5.8e-5
BA,10,4,0,delete,0,9.8e-5,6.1e-5
BA,10,4,0,delete,0,9.9e-5,6.3e-5
BA,10,4,0,delete,0,1.01e-4,6.1e-5
BA,10,4,0,delete,0,1.17e-4,6.6e-5
BA,10,4,0,delete,0,1.18e-4,6.4e-5
BA,10,4,0,delete,0,1.42e-4,6.5e-5
BA,10,4,0,insert,0,5.7e-5,6.4e-5
BA,10,4,0,insert,0,5.7e-5,6.8e-5
BA,10,4,0,insert,0,5.7e-5,6.9e-5
BA,10,4,0,insert,0,5.8e-5,6.8e-5
BA,10,4,0,insert,0,5.9e-5,6.4e-5
BA,10,4,0,insert,0,5.9e-5,6.4e-5
BA,10,4,0,insert,0,6e-5,6.5e-5
BA,10,4,0,insert,0,6e-5,8.6e-5
BA,10,4,0,insert,0,6.2e-5,6.9e-5
BA,10,4,0,insert,0,7.5e-5,6.8e-5
BA,10,4,1,delete,0,4.8e-5,5.6e-5
BA,10,4,1,delete,0,4.8e-5,5.8e-5
BA,10,4,1,delete,0,4.8e-5,5.8e-5
BA,10,4,1,delete,0,4.9e-5,5.9e-5
BA,10,4,1,delete,0,5.1e-5,5.9e-5
BA,10,4,1,delete,0,5.1e-5,6.3e-5
BA,10,4,1,delete,0,5.3e-5,6.1e-5
BA,10,4,1,delete,0,5.7e-5,6.2e-5
BA,10,4,1,delete,0,5.7e-5,6.8e-5
BA,10,4,1,delete,0,9.2e-5,5.9e-5
BA,10,4,1,insert,0,1.2e-5,6.5e-5
BA,10,4,1,insert,0,1.2e-5,6.6e-5
BA,10,4,1,insert,0,1.2e-5,6.6e-5
BA,10,4,1,insert,0,1.2e-5,6.8e-5
BA,10,4,1,insert,0,1.3e-5,6.6e-5
BA,10,4,1,insert,0,1.3e-5,6.6e-5
BA,10,4,1,insert,0,1.3e-5,6.6e-5
BA,10,4,1,insert,0,1.3e-5,7e-5
BA,10,4,1,insert,0,1.4e-5,6.8e-5
BA,10,4,1,insert,0,1.4e-5,6.9e-5
BA,10,4,2,delete,0,3.6e-5,6e-5
BA,10,4,2,delete,0,3.6e-5,7.3e-5
BA,10,4,2,delete,0,3.7e-5,7.6e-5
BA,10,4,2,delete,0,3.8e-5,6e-5
BA,10,4,2,delete,0,3.9e-5,5.8e-5
BA,10,4,2,delete,0,3.9e-5,6.4e-5
BA,10,4,2,delete,0,4e-5,6.3e-5
BA,10,4,2,delete,0,4e-5,6.5e-5
BA,10,4,2,delete,0,4e-5,9e-5
BA,10,4,2,delete,0,4.1e-5,6.2e-5
BA,10,4,2,insert,0,4.7e-5,6.3e-5
BA,10,4,2,insert,0,5.1e-5,6.4e-5
BA,10,4,2,insert,0,5.1e-5,6.4e-5
BA,10,4,2,insert,0,5.1e-5,6.7e-5
BA,10,4,2,insert,0,5.1e-5,6.8e-5
BA,10,4,2,insert,0,5.1e-5,6.9e-5
BA,10,4,2,insert,0,5.2e-5,6.5e-5
BA,10,4,2,insert,0,5.2e-5,6.8e-5
BA,10,4,2,insert,0,5.2e-5,6.9e-5
BA,10,4,2,insert,0,5.4e-5,7.1e-5
BA,10,4,3,delete,0,7.6e-5,5.9e-5
BA,10,4,3,delete,0,7.7e-5,5.8e-5
BA,10,4,3,delete,0,7.7e-5,5.8e-5
BA,10,4,3,delete,0,7.7e-5,6e-5
BA,10,4,3,delete,0,8.2e-5,7.9e-5
BA,10,4,3,delete,0,8.3e-5,6.5e-5
BA,10,4,3,delete,0,8.5e-5,8e-5
BA,10,4,3,delete,0,8.9e-5,5.8e-5
BA,10,4,3,delete,0,9.4e-5,6.1e-5
BA,10,4,3,delete,0,1.03e-4,7.5e-5
BA,10,4,3,insert,0,4.5e-5,6.3e-5
BA,10,4,3,insert,0,4.7e-5,8.3e-5
BA,10,4,3,insert,0,4.8e-5,6.3e-5
BA,10,4,3,insert,0,4.8e-5,6.7e-5
BA,10,4,3,insert,0,4.9e-5,6.5e-5
BA,10,4,3,insert,0,4.9e-5,6.6e-5
BA,10,4,3,insert,0,4.9e-5,6.7e-5
BA,10,4,3,insert,0,4.9e-5,7e-5
BA,10,4,3,insert,0,5e-5,6.8e-5
BA,10,4,3,insert,0,5.7e-5,7.3e-5
BA,10,4,4,delete,0,1.3e-5,5.8e-5
BA,10,4,4,delete,0,1.4e-5,5.8e-5
BA,10,4,4,delete,0,1.4e-5,6.3e-5
BA,10,4,4,delete,0,1.4e-5,6.3e-5
BA,10,4,4,delete,0,1.4e-5,6.3e-5
BA,10,4,4,delete,0,1.4e-5,6.4e-5
BA,10,4,4,delete,0,1.5e-5,6.2e-5
BA,10,4,4,delete,0,1.5e-5,6.3e-5
BA,10,4,4,delete,0,1.6e-5,6.7e-5
BA,10,4,4,delete,0,1.8e-5,6.2e-5
BA,10,4,4,insert,0,2.8e-5,6.5e-5
BA,10,4,4,insert,0,2.8e-5,7.4e-5
BA,10,4,4,insert,0,2.9e-5,6.2e-5
BA,10,4,4,insert,0,2.9e-5,6.3e-5
BA,10,4,4,insert,0,2.9e-5,6.7e-5
BA,10,4,4,insert,0,2.9e-5,6.7e-5
BA,10,4,4,insert,0,3e-5,6.7e-5
BA,10,4,4,insert,0,3e-5,6.7e-5
BA,10,4,4,insert,0,3e-5,6.8e-5
BA,10,4,4,insert,0,3.4e-5,6.9e-5
BA,10,4,5,delete,0,1.02e-4,5.8e-5
BA,10,4,5,delete,0,1.04e-4,6e-5
BA,10,4,5,delete,0,1.08e-4,6.9e-5
BA,10,4,5,delete,0,1.09e-4,6.2e-5
BA,10,4,5,delete,0,1.09e-4,6.3e-5
BA,10,4,5,delete,0,1.1e-4,6.2e-5
BA,10,4,5,delete,0,1.1e-4,6.5e-5
BA,10,4,5,delete,0,1.12e-4,6.4e-5
BA,10,4,5,delete,0,1.14e-4,6.6e-5
BA,10,4,5,delete,0,1.33e-4,7e-5
BA,10,4,5,insert,0,6.9e-5,6e-5
BA,10,4,5,insert,0,7.2e-5,6.7e-5
BA,10,4,5,insert,0,7.3e-5,6.3e-5
BA,10,4,5,insert,0,7.3e-5,6.8e-5
BA,10,4,5,insert,0,7.4e-5,6.7e-5
BA,10,4,5,insert,0,7.4e-5,6.8e-5
BA,10,4,5,insert,0,7.4e-5,9.7e-5
BA,10,4,5,insert,0,7.4e-5,1.27e-4
BA,10,4,5,insert,0,7.9e-5,6.3e-5
BA,10,4,5,insert,0,9.5e-5,7e-5
BA,10,4,6,delete,0,7.4e-5,5.8e-5
BA,10,4,6,delete,0,7.5e-5,5.5e-5
BA,10,4,6,delete,0,7.5e-5,5.6e-5
BA,10,4,6,delete,0,7.7e-5,5.9e-5
BA,10,4,6,delete,0,8.1e-5,6.3e-5
BA,10,4,6,delete,0,8.2e-5,6.4e-5
BA,10,4,6,delete,0,8.4e-5,6.2e-5
BA,10,4,6,delete,0,8.5e-5,6.1e-5
BA,10,4,6,delete,0,9.9e-5,6.2e-5
BA,10,4,6,delete,0,9.9e-5,6.8e-5
BA,10,4,6,insert,0,1.9e-5,6.1e-5
BA,10,4,6,insert,0,2.1e-5,6e-5
BA,10,4,6,insert,0,2.2e-5,6.2e-5
BA,10,4,6,insert,0,2.2e-5,6.3e-5
BA,10,4,6,insert,0,2.2e-5,6.6e-5
BA,10,4,6,insert,0,2.3e-5,6.8e-5
BA,10,4,6,insert,0,2.3e-5,1.01e-4
BA,10,4,6,insert,0,2.4e-5,6.5e-5
BA,10,4,6,insert,0,2.4e-5,7.9e-5
BA,10,4,6,insert,0,2.5e-5,7e-5
BA,10,4,7,delete,0,6.7e-5,5.5e-5
BA,10,4,7,delete,0,6.7e-5,5.7e-5
BA,10,4,7,delete,0,6.7e-5,5.9e-5
BA,10,4,7,delete,0,6.9e-5,9.2e-5
BA,10,4,7,delete,0,7.1e-5,6.3e-5
BA,10,4,7,delete,0,7.2e-5,6.3e-5
BA,10,4,7,delete,0,7.3e-5,6.2e-5
BA,10,4,7,delete,0,7.4e-5,5.7e-5
BA,10,4,7,delete,0,7.5e-5,6.1e-5
BA,10,4,7,delete,0,9.9e-5,8.6e-5
BA,10,4,7,insert,0,4e-5,7.2e-5
BA,10,4,7,insert,0,4.1e-5,6.6e-5
BA,10,4,7,insert,0,4.1e-5,7.7e-5
BA,10,4,7,insert,0,4.2e-5,6.2e-5
BA,10,4,7,insert,0,4.2e-5,7.5e-5
BA,10,4,7,insert,0,4.2e-5,8.2e-5
BA,10,4,7,insert,0,4.4e-5,6.4e-5
BA,10,4,7,insert,0,4.5e-5,6.1e-5
BA,10,4,7,insert,0,4.5e-5,6.6e-5
BA,10,4,7,insert,0,4.6e-5,6.5e-5
BA,10,4,8,delete,0,4.1e-5,5.7e-5
BA,10,4,8,delete,0,4.1e-5,5.7e-5
BA,10,4,8,delete,0,4.1e-5,5.8e-5
BA,10,4,8,delete,0,4.4e-5,6.1e-5
BA,10,4,8,delete,0,4.6e-5,5.6e-5
BA,10,4,8,delete,0,4.6e-5,5.9e-5
BA,10,4,8,delete,0,4.6e-5,6e-5
BA,10,4,8,delete,0,4.7e-5,7.2e-5
BA,10,4,8,delete,0,4.8e-5,6e-5
BA,10,4,8,delete,0,6.7e-5,6.6e-5
BA,10,4,8,insert,0,7.4e-5,6.7e-5
BA,10,4,8,insert,0,7.5e-5,6.5e-5
BA,10,4,8,insert,0,7.6e-5,6.5e-5
BA,10,4,8,insert,0,7.6e-5,6.7e-5
BA,10,4,8,insert,0,7.6e-5,6.7e-5
BA,10,4,8,insert,0,7.7e-5,6.8e-5
BA,10,4,8,insert,0,7.7e-5,6.9e-5
BA,10,4,8,insert,0,7.8e-5,6.8e-5
BA,10,4,8,insert,0,7.8e-5,7.1e-5
BA,10,4,8,insert,0,8.5e-5,6.8e-5
BA,10,4,9,delete,0,1.2e-5,6.4e-5
BA,10,4,9,delete,0,1.3e-5,5.8e-5
BA,10,4,9,delete,0,1.3e-5,5.8e-5
BA,10,4,9,delete,0,1.4e-5,6e-5
BA,10,4,9,delete,0,1.4e-5,6.2e-5
BA,10,4,9,delete,0,1.5e-5,5.6e-5
BA,10,4,9,delete,0,1.5e-5,6e-5
BA,10,4,9,delete,0,1.6e-5,6e-5
BA,10,4,9,delete,0,1.6e-5,6.2e-5
BA,10,4,9,delete,0,1.7e-5,5.9e-5
BA,10,4,9,insert,0,4.5e-5,6.6e-5
BA,10,4,9,insert,0,4.6e-5,6.6e-5
BA,10,4,9,insert,0,4.6e-5,6.7e-5
BA,10,4,9,insert,0,4.6e-5,6.8e-5
BA,10,4,9,insert,0,4.6e-5,7.4e-5
BA,10,4,9,insert,0,4.7e-5,6.8e-5
BA,10,4,9,insert,0,4.7e-5,6.8e-5
BA,10,4,9,insert,0,4.7e-5,7.4e-5
BA,10,4,9,insert,0,4.7e-5,7.6e-5
BA,10,4,9,insert,0,4.8e-5,6.3e-5
BA,10,4,10,delete,0,1.3e-5,6.3e-5
BA,10,4,10,delete,0,1.3e-5,6.6e-5
BA,10,4,10,delete,0,1.3e-5,7.5e-5
BA,10,4,10,delete,0,1.4e-5,6.1e-5
BA,10,4,10,delete,0,1.4e-5,6.3e-5
BA,10,4,10,delete,0,1.4e-5,8.2e-5
BA,10,4,10,delete,0,1.4e-5,8.8e-5
BA,10,4,10,delete,0,1.5e-5,6.1e-5
BA,10,4,10,delete,0,1.5e-5,6.2e-5
BA,10,4,10,delete,0,1.5e-5,6.4e-5
BA,10,4,10,insert,0,3.8e-5,6.6e-5
BA,10,4,10,insert,0,3.8e-5,6.7e-5
BA,10,4,10,insert,0,3.8e-5,6.9e-5
BA,10,4,10,insert,0,3.9e-5,6.4e-5
BA,10,4,10,insert,0,3.9e-5,6.7e-5
BA,10,4,10,insert,0,3.9e-5,6.9e-5
BA,10,4,10,insert,0,4e-5,6.9e-5
BA,10,4,10,insert,0,4.1e-5,7.6e-5
BA,10,4,10,insert,0,4.2e-5,7.1e-5
BA,10,4,10,insert,0,4.3e-5,6.6e-5
BA,10,4,11,delete,0,9.2e-5,5.9e-5
BA,10,4,11,delete,0,9.4e-5,8.3e-5
BA,10,4,11,delete,0,9.7e-5,6e-5
BA,10,4,11,delete,0,9.8e-5,6.1e-5
BA,10,4,11,delete,0,9.8e-5,7.1e-5
BA,10,4,11,delete,0,9.9e-5,6.1e-5
BA,10,4,11,delete,0,9.9e-5,6.2e-5
BA,10,4,11,delete,0,9.9e-5,6.2e-5
BA,10,4,11,delete,0,1.01e-4,6.2e-5
BA,10,4,11,delete,0,1.18e-4,6.3e-5
BA,10,4,11,insert,0,3.6e-5,6e-5
BA,10,4,11,insert,0,3.8e-5,6.2e-5
BA,10,4,11,insert,0,3.8e-5,6.6e-5
BA,10,4,11,insert,0,3.8e-5,7.8e-5
BA,10,4,11,insert,0,3.9e-5,6.3e-5
BA,10,4,11,insert,0,3.9e-5,6.6e-5
BA,10,4,11,insert,0,3.9e-5,6.8e-5
BA,10,4,11,insert,0,3.9e-5,7.5e-5
BA,10,4,11,insert,0,4e-5,6.7e-5
BA,10,4,11,insert,0,4.1e-5,6.6e-5
BA,10,4,12,delete,0,6.9e-5,8.8e-5
BA,10,4,12,delete,0,7.1e-5,5.9e-5
BA,10,4,12,delete,0,7.1e-5,6e-5
BA,10,4,12,delete,0,7.2e-5,6e-5
BA,10,4,12,delete,0,7.4e-5,6.5e-5
BA,10,4,12,delete,0,7.5e-5,8.5e-5
BA,10,4,12,delete,0,7.9e-5,6.3e-5
BA,10,4,12,delete,0,7.9e-5,9.7e-5
BA,10,4,12,delete,0,8.2e-5,6e-5
BA,10,4,12,delete,0,8.5e-5,6.1e-5
BA,10,4,12,insert,0,2.4e-5,6.7e-5
BA,10,4,12,insert,0,2.4e-5,6.8e-5
BA,10,4,12,insert,0,2.4e-5,6.9e-5
BA,10,4,12,insert,0,2.4e-5,8.3e-5
BA,10,4,12,insert,0,2.5e-5,6.4e-5
BA,10,4,12,insert,0,2.5e-5,6.7e-5
BA,10,4,12,insert,0,2.6e-5,7e-5
BA,10,4,12,insert,0,2.6e-5,1.11e-4
BA,10,4,12,insert,0,2.7e-5,6.8e-5
BA,10,4,12,insert,0,2.8e-5,6.9e-5
BA,10,4,13,delete,0,6.5e-5,5.7e-5
BA,10,4,13,delete,0,6.5e-5,5.9e-5
BA,10,4,13,delete,0,6.8e-5,6e-5
BA,10,4,13,delete,0,6.9e-5,5.9e-5
BA,10,4,13,delete,0,6.9e-5,6.1e-5
BA,10,4,13,delete,0,7e-5,6.2e-5
BA,10,4,13,delete,0,7e-5,6.3e-5
BA,10,4,13,delete,0,7.1e-5,6.2e-5
BA,10,4,13,delete,0,7.2e-5,6.2e-5
BA,10,4,13,delete,0,7.3e-5,6.2e-5
BA,10,4,13,insert,0,1.2e-5,6.1e-5
BA,10,4,13,insert,0,1.2e-5,6.1e-5
BA,10,4,13,insert,0,1.2e-5,6.3e-5
BA,10,4,13,insert,0,1.2e-5,6.3e-5
BA,10,4,13,insert,0,1.2e-5,6.5e-5
BA,10,4,13,insert,0,1.2e-5,6.9e-5
BA,10,4,13,insert,0,1.3e-5,6.4e-5
BA,10,4,13,insert,0,1.3e-5,6.8e-5
BA,10,4,13,insert,0,1.3e-5,6.8e-5
BA,10,4,13,insert,0,1.5e-5,6.9e-5
BA,10,4,14,delete,0,6.8e-5,5.9e-5
BA,10,4,14,delete,0,6.8e-5,6.8e-5
BA,10,4,14,delete,0,7e-5,5.8e-5
BA,10,4,14,delete,0,7.3e-5,6.1e-5
BA,10,4,14,delete,0,7.4e-5,6.1e-5
BA,10,4,14,delete,0,7.4e-5,6.2e-5
BA,10,4,14,delete,0,7.4e-5,6.2e-5
BA,10,4,14,delete,0,7.5e-5,7.9e-5
BA,10,4,14,delete,0,9.9e-5,6.4e-5
BA,10,4,14,delete,0,1.37e-4,6.2e-5
BA,10,4,14,insert,0,5.8e-5,6.4e-5
BA,10,4,14,insert,0,6.1e-5,6.9e-5
BA,10,4,14,insert,0,6.2e-5,6.8e-5
BA,10,4,14,insert,0,6.2e-5,6.9e-5
BA,10,4,14,insert,0,6.2e-5,6.9e-5
BA,10,4,14,insert,0,6.2e-5,1.08e-4
BA,10,4,14,insert,0,6.3e-5,6.9e-5
BA,10,4,14,insert,0,6.4e-5,6.8e-5
BA,10,4,14,insert,0,6.4e-5,6.9e-5
BA,10,4,14,insert,0,8.2e-5,6.5e-5
BA,10,4,15,delete,0,1.4e-5,6e-5
BA,10,4,15,delete,0,1.4e-5,6.1e-5
BA,10,4,15,delete,0,1.4e-5,6.2e-5
BA,10,4,15,delete,0,1.4e-5,7.1e-5
BA,10,4,15,delete,0,1.4e-5,9.8e-5
BA,10,4,15,delete,0,1.5e-5,6.1e-5
BA,10,4,15,delete,0,1.5e-5,6.2e-5
BA,10,4,15,delete,0,1.5e-5,7.3e-5
BA,10,4,15,delete,0,1.7e-5,5.9e-5
BA,10,4,15,delete,0,1.7e-5,6.1e-5
BA,10,4,15,insert,0,5.6e-5,6.1e-5
BA,10,4,15,insert,0,5.6e-5,6.4e-5
BA,10,4,15,insert,0,5.6e-5,6.5e-5
BA,10,4,15,insert,0,5.7e-5,6.7e-5
BA,10,4,15,insert,0,5.7e-5,6.7e-5
BA,10,4,15,insert,0,5.8e-5,6.2e-5
BA,10,4,15,insert,0,5.8e-5,6.3e-5
BA,10,4,15,insert,0,5.9e-5,6.7e-5
BA,10,4,15,insert,0,6.6e-5,7.6e-5
BA,10,4,15,insert,0,7.5e-5,7e-5
BA,10,4,16,delete,0,1.22e-4,5.5e-5
BA,10,4,16,delete,0,1.23e-4,5.4e-5
BA,10,4,16,delete,0,1.28e-4,5.8e-5
BA,10,4,16,delete,0,1.29e-4,5.8e-5
BA,10,4,16,delete,0,1.3e-4,6.1e-5
BA,10,4,16,delete,0,1.33e-4,5.9e-5
BA,10,4,16,delete,0,1.47e-4,6.3e-5
BA,10,4,16,delete,0,1.55e-4,6.3e-5
BA,10,4,16,delete,0,1.78e-4,6.9e-5
BA,10,4,16,delete,0,2.04e-4,6.5e-5
BA,10,4,16,insert,0,5.9e-5,6.4e-5
BA,10,4,16,insert,0,6e-5,6.5e-5
BA,10,4,16,insert,0,6e-5,6.6e-5
BA,10,4,16,insert,0,6e-5,6.6e-5
BA,10,4,16,insert,0,6e-5,6.6e-5
BA,10,4,16,insert,0,6.1e-5,6.7e-5
BA,10,4,16,insert,0,6.2e-5,6.5e-5
BA,10,4,16,insert,0,6.2e-5,6.6e-5
BA,10,4,16,insert,0,6.5e-5,6.7e-5
BA,10,4,16,insert,0,7e-5,6.5e-5
BA,10,4,17,delete,0,5.6e-5,5.5e-5
BA,10,4,17,delete,0,5.6e-5,8.5e-5
BA,10,4,17,delete,0,5.7e-5,5.4e-5
BA,10,4,17,delete,0,5.8e-5,5.8e-5
BA,10,4,17,delete,0,6e-5,5.7e-5
BA,10,4,17,delete,0,6.1e-5,5.8e-5
BA,10,4,17,delete,0,6.2e-5,5.7e-5
BA,10,4,17,delete,0,6.2e-5,5.8e-5
BA,10,4,17,delete,0,8.5e-5,6e-5
BA,10,4,17,delete,0,8.9e-5,5.8e-5
BA,10,4,17,insert,0,2.2e-5,5.8e-5
BA,10,4,17,insert,0,2.3e-5,6e-5
BA,10,4,17,insert,0,2.3e-5,6.3e-5
BA,10,4,17,insert,0,2.3e-5,6.4e-5
BA,10,4,17,insert,0,2.3e-5,7.9e-5
BA,10,4,17,insert,0,2.3e-5,8.2e-5
BA,10,4,17,insert,0,2.3e-5,8.8e-5
BA,10,4,17,insert,0,2.4e-5,6.5e-5
BA,10,4,17,insert,0,2.4e-5,6.5e-5
BA,10,4,17,insert,0,2.7e-5,6.6e-5
BA,10,4,18,delete,0,8.9e-5,5.5e-5
BA,10,4,18,delete,0,8.9e-5,5.8e-5
BA,10,4,18,delete,0,8.9e-5,5.9e-5
BA,10,4,18,delete,0,9.2e-5,5.6e-5
BA,10,4,18,delete,0,9.2e-5,1e-4
BA,10,4,18,delete,0,9.3e-5,5.6e-5
BA,10,4,18,delete,0,9.4e-5,6.2e-5
BA,10,4,18,delete,0,9.6e-5,6.1e-5
BA,10,4,18,delete,0,9.9e-5,5.7e-5
BA,10,4,18,delete,0,1.05e-4,6e-5
BA,10,4,18,insert,0,5.3e-5,6.5e-5
BA,10,4,18,insert,0,5.3e-5,6.7e-5
BA,10,4,18,insert,0,5.4e-5,6.3e-5
BA,10,4,18,insert,0,5.4e-5,6.3e-5
BA,10,4,18,insert,0,5.4e-5,6.6e-5
BA,10,4,18,insert,0,5.5e-5,6.3e-5
BA,10,4,18,insert,0,5.5e-5,7.9e-5
BA,10,4,18,insert,0,5.7e-5,7.3e-5
BA,10,4,18,insert,0,5.9e-5,6.7e-5
BA,10,4,18,insert,0,9e-5,7e-5
BA,10,4,19,delete,0,1.09e-4,5.9e-5
BA,10,4,19,delete,0,1.09e-4,6e-5
BA,10,4,19,delete,0,1.12e-4,6.2e-5
BA,10,4,19,delete,0,1.16e-4,6.5e-5
BA,10,4,19,delete,0,1.17e-4,6.3e-5
BA,10,4,19,delete,0,1.17e-4,8.1e-5
BA,10,4,19,delete,0,1.17e-4,8.4e-5
BA,10,4,19,delete,0,1.19e-4,6.7e-5
BA,10,4,19,delete,0,1.45e-4,6.6e-5
BA,10,4,19,delete,0,1.51e-4,6.6e-5
BA,10,4,19,insert,0,8.6e-5,6.8e-5
BA,10,4,19,insert,0,8.6e-5,6.8e-5
BA,10,4,19,insert,0,8.6e-5,7.9e-5
BA,10,4,19,insert,0,8.6e-5,8.8e-5
BA,10,4,19,insert,0,8.7e-5,6.5e-5
BA,10,4,19,insert,0,8.8e-5,6.5e-5
BA,10,4,19,insert,0,8.8e-5,6.8e-5
BA,10,4,19,insert,0,8.8e-5,6.9e-5
BA,10,4,19,insert,0,8.8e-5,6.9e-5
BA,10,4,19,insert,0,1.07e-4,6.8e-5
BA,10,4,20,delete,0,8.9e-5,5.9e-5
BA,10,4,20,delete,0,8.9e-5,6e-5
BA,10,4,20,delete,0,9.1e-5,6e-5
BA,10,4,20,delete,0,9.4e-5,7.9e-5
BA,10,4,20,delete,0,9.5e-5,6.1e-5
BA,10,4,20,delete,0,9.5e-5,6.3e-5
BA,10,4,20,delete,0,9.6e-5,6.2e-5
BA,10,4,20,delete,0,9.8e-5,6.3e-5
BA,10,4,20,delete,0,9.9e-5,6.5e-5
BA,10,4,20,delete,0,1.03e-4,6.2e-5
BA,10,4,20,insert,0,4.2e-5,6.6e-5
BA,10,4,20,insert,0,4.2e-5,6.6e-5
BA,10,4,20,insert,0,4.3e-5,9.3e-5
BA,10,4,20,insert,0,4.4e-5,6.6e-5
BA,10,4,20,insert,0,4.4e-5,6.7e-5
BA,10,4,20,insert,0,4.4e-5,6.9e-5
BA,10,4,20,insert,0,4.6e-5,6.7e-5
BA,10,4,20,insert,0,4.6e-5,6.9e-5
BA,10,4,20,insert,0,4.7e-5,6.7e-5
BA,10,4,20,insert,0,4.9e-5,7.3e-5
BA,10,4,21,delete,0,3.5e-5,8.6e-5
BA,10,4,21,delete,0,3.6e-5,5.7e-5
BA,10,4,21,delete,0,3.6e-5,5.9e-5
BA,10,4,21,delete,0,3.6e-5,6.5e-5
BA,10,4,21,delete,0,3.7e-5,6e-5
BA,10,4,21,delete,0,3.7e-5,6e-5
BA,10,4,21,delete,0,3.7e-5,6.1e-5
BA,10,4,21,delete,0,3.9e-5,6e-5
BA,10,4,21,delete,0,3.9e-5,6.1e-5
BA,10,4,21,delete,0,4e-5,6.2e-5
BA,10,4,21,insert,0,6e-5,6.6e-5
BA,10,4,21,insert,0,6.1e-5,6.3e-5
BA,10,4,21,insert,0,6.1e-5,6.7e-5
BA,10,4,21,insert,0,6.2e-5,6.5e-5
BA,10,4,21,insert,0,6.2e-5,6.7e-5
BA,10,4,21,insert,0,6.2e-5,6.9e-5
BA,10,4,21,insert,0,6.2e-5,6.9e-5
BA,10,4,21,insert,0,6.3e-5,6.5e-5
BA,10,4,21,insert,0,6.3e-5,9.1e-5
BA,10,4,21,insert,0,7.6e-5,7e-5
BA,10,4,22,delete,0,4.2e-5,5.6e-5
BA,10,4,22,delete,0,4.5e-5,5.7e-5
BA,10,4,22,delete,0,4.5e-5,6.3e-5
BA,10,4,22,delete,0,4.6e-5,7.9e-5
BA,10,4,22,delete,0,4.7e-5,6e-5
BA,10,4,22,delete,0,4.7e-5,6.1e-5
BA,10,4,22,delete,0,4.7e-5,6.3e-5
BA,10,4,22,delete,0,4.8e-5,6.9e-5
BA,10,4,22,delete,0,4.9e-5,1.08e-4
BA,10,4,22,delete,0,5e-5,6.2e-5
BA,10,4,22,insert,0,7.8e-5,6.1e-5
BA,10,4,22,insert,0,7.9e-5,6.2e-5
BA,10,4,22,insert,0,8.3e-5,6.2e-5
BA,10,4,22,insert,0,8.3e-5,6.3e-5
BA,10,4,22,insert,0,8.3e-5,6.6e-5
BA,10,4,22,insert,0,8.4e-5,6.8e-5
BA,10,4,22,insert,0,1e-4,6.3e-5
BA,10,4,22,insert,0,1e-4,6.4e-5
BA,10,4,22,insert,0,1e-4,6.9e-5
BA,10,4,22,insert,0,1.02e-4,7e-5
BA,10,4,23,delete,0,7.6e-5,5.7e-5
BA,10,4,23,delete,0,7.8e-5,5.7e-5
BA,10,4,23,delete,0,8.1e-5,6.2e-5
BA,10,4,23,delete,0,8.2e-5,6e-5
BA,10,4,23,delete,0,8.2e-5,6.1e-5
BA,10,4,23,delete,0,8.2e-5,7.9e-5
BA,10,4,23,delete,0,8.3e-5,6.5e-5
BA,10,4,23,delete,0,8.3e-5,7.7e-5
BA,10,4,23,delete,0,1.13e-4,7.4e-5
BA,10,4,23,delete,0,1.18e-4,5.9e-5
BA,10,4,23,insert,0,5.7e-5,6.2e-5
BA,10,4,23,insert,0,5.9e-5,6.5e-5
BA,10,4,23,insert,0,5.9e-5,6.7e-5
BA,10,4,23,insert,0,6e-5,6.5e-5
BA,10,4,23,insert,0,6e-5,6.7e-5
BA,10,4,23,insert,0,6e-5,6.9e-5
BA,10,4,23,insert,0,6.1e-5,6.5e-5
BA,10,4,23,insert,0,6.1e-5,6.8e-5
BA,10,4,23,insert,0,6.4e-5,7.1e-5
BA,10,4,23,insert,0,9.5e-5,6.8e-5
BA,10,4,24,delete,0,6.6e-5,5.7e-5
BA,10,4,24,delete,0,6.7e-5,5.6e-5
BA,10,4,24,delete,0,7e-5,5.7e-5
BA,10,4,24,delete,0,7.1e-5,5.6e-5
BA,10,4,24,delete,0,7.2e-5,6e-5
BA,10,4,24,delete,0,7.2e-5,7.8e-5
BA,10,4,24,delete,0,7.3e-5,6e-5
BA,10,4,24,delete,0,7.4e-5,5.9e-5
BA,10,4,24,delete,0,7.4e-5,6e-5
BA,10,4,24,delete,0,9.2e-5,5.8e-5
BA,10,4,24,insert,0,1.2e-5,6.4e-5
BA,10,4,24,insert,0,1.2e-5,6.5e-5
BA,10,4,24,insert,0,1.2e-5,6.5e-5
BA,10,4,24,insert,0,1.2e-5,6.6e-5
BA,10,4,24,insert,0,1.3e-5,6.5e-5
BA,10,4,24,insert,0,1.3e-5,7.1e-5
BA,10,4,24,insert,0,1.4e-5,6.4e-5
BA,10,4,24,insert,0,1.4e-5,6.5e-5
BA,10,4,24,insert,0,1.4e-5,6.9e-5
BA,10,4,24,insert,0,2.7e-5,6.3e-5
BA,10,4,25,delete,0,7.5e-5,5.7e-5
BA,10,4,25,delete,0,7.5e-5,6e-5
BA,10,4,25,delete,0,7.8e-5,5.9e-5
BA,10,4,25,delete,0,7.9e-5,5.9e-5
