gml,vert1,vert2,weight,query,seed,max-bc,max-error,time-proposed,time-brandes,updated-path-pairs,updated-deps-pairs,updated-bc-verts,changed-bc-verts
data/road/road-oka-integer-distance.gml,1922999032,6355922534,64,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.012876e+00,2.286024e+02,4438,65190,1152,11497
data/road/road-oka-integer-distance.gml,1922999032,6355922536,40,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.643790e-01,2.276398e+02,28,45,10,11497
data/road/road-oka-integer-distance.gml,6355922534,4280086581,53,insert,0,1.6071129718320173e-01,6.9388939039072284e-18,7.446316e+00,2.268909e+02,1165400,2240013,9181,11497
data/road/road-oka-integer-distance.gml,6355922534,4280086789,63,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.044990e+00,2.275063e+02,26906,65911,1102,11497
data/road/road-oka-integer-distance.gml,6355922536,4280086789,39,insert,0,1.6071242909153630e-01,1.3877787807814457e-17,7.849328e+00,2.280380e+02,1250410,2350700,9587,11497
data/road/road-oka-integer-distance.gml,6355922536,4280086790,48,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.464168e+00,2.358989e+02,20106,759788,8341,11497
data/road/road-oka-integer-distance.gml,1922999034,4412685606,55,insert,0,1.6070838864464981e-01,6.9388939039072284e-18,5.580894e+00,2.305565e+02,603742,1928161,10188,11497
data/road/road-oka-integer-distance.gml,1922999034,3659576430,71,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.777912e+00,2.282431e+02,53986,380430,5609,11497
data/road/road-oka-integer-distance.gml,4412685606,4412685615,32,insert,0,1.6073067097492466e-01,6.9388939039072284e-18,3.416618e+00,2.275613e+02,432370,921477,5311,11497
data/road/road-oka-integer-distance.gml,4412685606,4412685617,38,insert,0,1.6068270979238924e-01,6.9388939039072284e-18,8.128752e+00,2.268274e+02,1545948,2232314,7866,11497
data/road/road-oka-integer-distance.gml,4412685606,5518059617,69,insert,0,1.6073982267009840e-01,6.9388939039072284e-18,3.521493e+00,2.279604e+02,472102,990257,4938,11497
data/road/road-oka-integer-distance.gml,4412685606,3659576433,89,insert,0,1.6070936433256522e-01,6.0715321659188248e-18,2.706126e+00,2.281843e+02,88556,943799,7994,11497
data/road/road-oka-integer-distance.gml,4412685606,3659576438,33,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.564569e+00,2.287694e+02,37828,854590,7939,11498
data/road/road-oka-integer-distance.gml,3659576430,1924467891,92,insert,0,1.6071423532344939e-01,6.9388939039072284e-18,1.861559e+00,2.271679e+02,107004,384239,4044,11497
data/road/road-oka-integer-distance.gml,4412685606,5574939231,69,insert,0,1.6069014219356401e-01,2.7755575615628914e-17,6.914776e+00,2.356689e+02,1964364,1275434,6515,11497
data/road/road-oka-integer-distance.gml,3659576430,4280086580,86,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.120802e+00,2.284302e+02,23944,82128,1278,11497
data/road/road-oka-integer-distance.gml,3659576451,1922999275,99,insert,0,1.6066523770623359e-01,6.9388939039072284e-18,5.203197e+00,2.271567e+02,771116,1486293,4985,11497
data/road/road-oka-integer-distance.gml,3659576451,4412685615,75,insert,0,1.6063993271608762e-01,6.9388939039072284e-18,9.957304e+00,2.294949e+02,2278530,2697735,8419,11497
data/road/road-oka-integer-distance.gml,3659576451,4412685617,66,insert,0,1.6071041873762218e-01,1.3877787807814457e-17,2.438542e+00,2.288091e+02,192970,602728,3824,11497
data/road/road-oka-integer-distance.gml,4412685617,1922999271,82,insert,0,1.6066649482004827e-01,6.9388939039072284e-18,4.504152e+00,2.291711e+02,581536,1288445,4578,11497
data/road/road-oka-integer-distance.gml,4412685617,1924467882,95,insert,0,1.6056949233058471e-01,6.9388939039072284e-18,1.118810e+01,2.297352e+02,2400706,3175688,8565,11497
data/road/road-oka-integer-distance.gml,4412685617,4412685604,25,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.118970e+00,2.272072e+02,25938,96795,997,11497
data/road/road-oka-integer-distance.gml,4412685617,5518059613,98,insert,0,1.6066808195217636e-01,6.9388939039072284e-18,1.256848e+01,2.270559e+02,2557564,3424142,7327,11497
data/road/road-oka-integer-distance.gml,4412685617,3659576438,8,insert,0,1.6070759695493836e-01,6.9388939039072284e-18,8.453093e+00,2.359936e+02,1253454,2491040,11861,11498
data/road/road-oka-integer-distance.gml,4412685617,3659576461,31,insert,0,1.6069755723820112e-01,6.9388939039072284e-18,5.732137e+00,2.291066e+02,1027948,1558678,7771,11498
data/road/road-oka-integer-distance.gml,1922999039,1922999089,96,insert,0,1.6069250984699474e-01,6.9388939039072284e-18,8.179557e+00,2.278895e+02,1962414,1984233,5756,11497
data/road/road-oka-integer-distance.gml,1922999039,1924467882,98,insert,0,1.6066675510325465e-01,7.8062556418956319e-18,5.364015e+00,2.290921e+02,781438,1552000,5313,11497
data/road/road-oka-integer-distance.gml,1922999039,1924467887,85,insert,0,1.6070951938203490e-01,6.0715321659188248e-18,1.213668e+01,2.297947e+02,2150346,3538309,8801,11497
data/road/road-oka-integer-distance.gml,1922999039,5517955646,51,insert,0,1.6071024029984329e-01,6.9388939039072284e-18,2.748943e+00,2.277453e+02,271244,691262,4395,11497
data/road/road-oka-integer-distance.gml,1922999089,1922999271,49,insert,0,1.6071048623113260e-01,6.9388939039072284e-18,3.483289e+00,2.283914e+02,169928,1173095,11811,11497
data/road/road-oka-integer-distance.gml,1922999089,1924467882,71,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.044960e-01,2.266910e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,1922999089,3659576452,92,insert,0,1.6071029482249796e-01,6.9388939039072284e-18,2.672233e+00,2.303387e+02,256964,669270,4554,11497
data/road/road-oka-integer-distance.gml,1922999089,4412685615,82,insert,0,1.6061915664764553e-01,6.9388939039072284e-18,1.115461e+01,2.359603e+02,2388170,2973165,8446,11497
data/road/road-oka-integer-distance.gml,1924467882,1924467851,98,insert,0,1.6065436227121616e-01,6.9388939039072284e-18,9.110717e+00,2.273101e+02,2111956,2380914,5781,11497
data/road/road-oka-integer-distance.gml,1924467882,4412685621,76,insert,0,1.6066889584455363e-01,6.9388939039072284e-18,3.546802e+00,2.288640e+02,357410,1047591,4805,11497
data/road/road-oka-integer-distance.gml,1924467887,1922999041,60,insert,0,1.6069929482864184e-01,6.9388939039072284e-18,4.744510e+00,2.302846e+02,821272,1247849,5133,11497
data/road/road-oka-integer-distance.gml,1924467887,1924467851,86,insert,0,1.6068196467090087e-01,6.9388939039072284e-18,5.380344e+00,2.286146e+02,781564,1488319,4972,11497
data/road/road-oka-integer-distance.gml,1924467887,1924467853,59,insert,0,1.6070985098105306e-01,6.9388939039072284e-18,7.741651e+00,2.279797e+02,1844828,1856862,5542,11497
data/road/road-oka-integer-distance.gml,5517955646,1922999275,45,insert,0,1.6071080882887046e-01,6.9388939039072284e-18,6.498029e+00,2.264777e+02,945678,1939905,8959,11497
data/road/road-oka-integer-distance.gml,5517955646,3659576468,41,insert,0,1.6071031735252056e-01,6.9388939039072284e-18,2.725415e+00,2.283380e+02,296708,660237,4255,11497
data/road/road-oka-integer-distance.gml,5517955646,5517955648,14,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.384964e+00,2.351058e+02,104728,1108031,11903,11497
data/road/road-oka-integer-distance.gml,5517955646,5517955668,41,insert,0,1.6071031735252056e-01,6.9388939039072284e-18,2.724138e+00,2.267344e+02,297550,649167,4261,11497
data/road/road-oka-integer-distance.gml,1922999281,1922999041,93,insert,0,1.6070939812759910e-01,6.9388939039072284e-18,8.473202e+00,2.276765e+02,1972918,2089895,5615,11497
data/road/road-oka-integer-distance.gml,1922999281,2474261399,81,insert,0,1.6066914591249878e-01,7.8062556418956319e-18,6.066990e+00,2.279531e+02,966616,1640862,4561,11497
data/road/road-oka-integer-distance.gml,1922999281,3659576469,60,insert,0,1.6071038494258830e-01,6.9388939039072284e-18,1.559813e+00,2.298885e+02,9190,355228,4072,11497
data/road/road-oka-integer-distance.gml,1922999281,5517955648,56,insert,0,1.6070314946094624e-01,6.9388939039072284e-18,3.189004e+00,2.294068e+02,345306,846191,4614,11497
data/road/road-oka-integer-distance.gml,1922999281,5517955667,57,insert,0,1.6070314946094624e-01,6.9388939039072284e-18,3.122311e+00,2.273405e+02,345290,840676,4602,11497
data/road/road-oka-integer-distance.gml,1922999287,3136264765,64,insert,0,1.6070910749030776e-01,6.9388939039072284e-18,5.038706e+00,2.286534e+02,801010,1298640,4946,11497
data/road/road-oka-integer-distance.gml,1922999287,2474261399,48,insert,0,1.6070474980761576e-01,7.8062556418956319e-18,5.995108e+00,2.282214e+02,1001426,1696124,7783,11497
data/road/road-oka-integer-distance.gml,1922999287,3659576453,61,insert,0,1.6070013501327446e-01,1.3877787807814457e-17,5.263899e+00,2.351072e+02,895452,1291696,4928,11497
data/road/road-oka-integer-distance.gml,1924467853,1924467807,77,insert,0,1.6069507353924140e-01,6.9388939039072284e-18,6.049732e+00,2.280402e+02,949114,1706212,5070,11497
data/road/road-oka-integer-distance.gml,5517955648,5517955668,39,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.958801e+00,2.275901e+02,53298,498127,5264,11497
data/road/road-oka-integer-distance.gml,1922999041,3659576453,61,insert,0,1.6070948824768946e-01,6.9388939039072284e-18,8.102242e+00,2.288592e+02,1938908,1953166,5654,11497
data/road/road-oka-integer-distance.gml,1922999041,4094841390,87,insert,0,1.6071041873762218e-01,1.3877787807814457e-17,9.485810e+00,2.288538e+02,1743256,2568673,4754,11497
data/road/road-oka-integer-distance.gml,1922999041,4695333585,91,insert,0,1.6070739494491723e-01,6.9388939039072284e-18,6.650135e+00,2.279948e+02,893700,2018805,8105,11497
data/road/road-oka-integer-distance.gml,3659576453,5517955667,39,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.835930e-01,2.272254e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,3659576453,5517955668,55,insert,0,1.6071053969165772e-01,6.0715321659188248e-18,5.652886e+00,2.298419e+02,1006602,1589752,8753,11497
data/road/road-oka-integer-distance.gml,4094841390,4094841392,83,insert,0,1.6070826947587832e-01,6.9388939039072284e-18,4.506384e+00,2.359543e+02,917418,957841,4554,11497
data/road/road-oka-integer-distance.gml,4695333585,3114753076,21,insert,0,1.6070889366430199e-01,6.9388939039072284e-18,5.264052e+00,2.283725e+02,863690,1350819,4345,11497
data/road/road-oka-integer-distance.gml,4695333585,3136264765,87,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.041499e+01,2.286657e+02,1841566,2671946,4708,11497
data/road/road-oka-integer-distance.gml,4695333585,4094841392,86,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.027235e+00,2.281509e+02,86004,461067,4328,11497
data/road/road-oka-integer-distance.gml,4695333585,3114753082,44,insert,0,1.6071077092478953e-01,6.9388939039072284e-18,3.386947e+00,2.281248e+02,504508,875894,7225,11497
data/road/road-oka-integer-distance.gml,1922999042,1922999059,91,insert,0,1.6073723556369621e-01,6.9388939039072284e-18,2.063243e+01,2.280082e+02,6825092,3887429,10313,11497
data/road/road-oka-integer-distance.gml,1922999042,1924467859,90,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.849690e-01,2.303204e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,1922999042,1924467896,82,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.213447e+00,2.271475e+02,245016,457903,3080,11497
data/road/road-oka-integer-distance.gml,1922999059,4413355512,52,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.586830e+00,2.327507e+02,150196,231750,2284,11497
data/road/road-oka-integer-distance.gml,1924467859,1924467821,63,insert,0,1.6073657110505182e-01,6.9388939039072284e-18,1.761458e+01,2.277720e+02,6283772,2842008,7886,11497
data/road/road-oka-integer-distance.gml,1924467859,1924467861,75,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.737300e-01,2.302149e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,1924467859,1924467896,47,insert,0,1.6073673573514541e-01,6.9388939039072284e-18,1.961454e+01,2.364140e+02,6677702,3483652,8633,11497
data/road/road-oka-integer-distance.gml,1924467859,1924467903,85,insert,0,1.6070926745346809e-01,6.9388939039072284e-18,3.324346e+00,2.283174e+02,332664,891582,5149,11497
data/road/road-oka-integer-distance.gml,1924467896,1922999060,79,insert,0,1.6083280478138914e-01,7.8062556418956319e-18,2.398065e+01,2.271736e+02,7456330,4940887,9500,11497
data/road/road-oka-integer-distance.gml,1924467896,1924467860,66,insert,0,1.6082827888608156e-01,8.6736173798840355e-18,2.087425e+01,2.288012e+02,6710554,4065796,8578,11497
data/road/road-oka-integer-distance.gml,4413355512,2474261473,68,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.069936e+00,2.268722e+02,12500,78025,1371,11497
data/road/road-oka-integer-distance.gml,4413355512,1924467932,82,insert,0,1.6083028151541762e-01,7.8062556418956319e-18,2.182029e+01,2.286239e+02,6848786,4402751,9575,11497
data/road/road-oka-integer-distance.gml,4413355512,4413028185,98,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.301649e+00,2.282012e+02,265908,480558,2371,11497
data/road/road-oka-integer-distance.gml,1922999060,4413340803,94,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.798971e+00,2.291681e+02,202446,308757,2347,11497
data/road/road-oka-integer-distance.gml,1922999060,4413355513,82,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.133147e+00,2.278313e+02,232470,413976,2842,11497
data/road/road-oka-integer-distance.gml,4413340803,4413355518,48,insert,0,1.6071603083750460e-01,6.9388939039072284e-18,1.759240e+01,2.357982e+02,6346570,2878580,9700,11497
data/road/road-oka-integer-distance.gml,4413340803,4695333587,98,insert,0,1.6074378496079744e-01,7.8062556418956319e-18,2.193786e+01,2.267832e+02,6886522,4497671,10528,11497
data/road/road-oka-integer-distance.gml,4413355513,2474261473,83,insert,0,1.6082913385215936e-01,7.8062556418956319e-18,3.218611e+01,2.281802e+02,6850324,8370287,8952,11497
data/road/road-oka-integer-distance.gml,4413355513,3114753078,83,insert,0,1.6082906230324473e-01,6.9388939039072284e-18,2.278036e+01,2.360082e+02,6854744,4390601,9540,11497
data/road/road-oka-integer-distance.gml,1922999271,3659576452,98,insert,0,1.6068704802333791e-01,6.0715321659188248e-18,1.134613e+01,2.301793e+02,2093532,3093890,5738,11497
data/road/road-oka-integer-distance.gml,1922999271,5518059617,78,insert,0,1.6062480840036830e-01,7.8062556418956319e-18,1.071721e+01,2.285228e+02,2437358,2955350,8337,11497
data/road/road-oka-integer-distance.gml,1922999271,2474261406,95,insert,0,1.6066360360369555e-01,7.8062556418956319e-18,4.810450e+00,2.297611e+02,786602,1293657,4595,11497
data/road/road-oka-integer-distance.gml,1922999271,3099831040,69,insert,0,1.6065723343935936e-01,7.8062556418956319e-18,1.019166e+01,2.275750e+02,2372812,2751764,8490,11497
data/road/road-oka-integer-distance.gml,3659576452,3659576468,54,insert,0,1.6071021191201487e-01,7.8062556418956319e-18,2.924704e+00,2.261430e+02,290310,748256,4479,11497
data/road/road-oka-integer-distance.gml,3659576452,5517955667,38,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.672250e-01,2.263965e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,3659576452,5517955668,55,insert,0,1.6071021191201487e-01,7.8062556418956319e-18,2.934036e+00,2.284885e+02,290302,746039,4479,11497
data/road/road-oka-integer-distance.gml,4412685615,3136264761,81,insert,0,1.6066587462997203e-01,6.9388939039072284e-18,3.288560e+00,2.357807e+02,323812,915000,4068,11497
data/road/road-oka-integer-distance.gml,4412685615,5518059613,50,insert,0,1.6067441155712836e-01,6.9388939039072284e-18,1.004517e+01,2.292149e+02,2555434,2404589,7373,11497
data/road/road-oka-integer-distance.gml,4412685615,3099831040,48,insert,0,1.6072711409431092e-01,6.9388939039072284e-18,3.746834e+00,2.275550e+02,650862,872627,5185,11497
data/road/road-oka-integer-distance.gml,4412685615,3659576438,51,insert,0,1.6071657116686772e-01,6.9388939039072284e-18,3.124048e+00,2.283675e+02,376962,854177,5492,11498
data/road/road-oka-integer-distance.gml,4412685615,3659576461,23,insert,0,1.6071465695672729e-01,6.9388939039072284e-18,3.058275e+00,2.287991e+02,366556,793130,5441,11498
data/road/road-oka-integer-distance.gml,5518059617,3659576438,94,insert,0,1.6071657116686772e-01,6.9388939039072284e-18,2.997226e+00,2.284983e+02,359600,774465,4821,11498
data/road/road-oka-integer-distance.gml,5518059617,3659576461,65,insert,0,1.6071535506557177e-01,6.9388939039072284e-18,2.880663e+00,2.271936e+02,351518,717059,4847,11498
data/road/road-oka-integer-distance.gml,5518059617,5574939231,31,insert,0,1.6070949359052325e-01,6.9388939039072284e-18,1.425372e+01,2.286498e+02,2832454,3842133,9669,11497
data/road/road-oka-integer-distance.gml,2474261406,1922999275,48,insert,0,1.6070930169910241e-01,6.9388939039072284e-18,2.134128e+00,2.354760e+02,193616,463639,4200,11497
data/road/road-oka-integer-distance.gml,2474261406,2461255339,80,insert,0,1.6071013906494180e-01,6.9388939039072284e-18,1.083597e+01,2.283294e+02,2736136,2341768,4654,11497
data/road/road-oka-integer-distance.gml,2474261406,2461255340,14,insert,0,1.6071026248655126e-01,6.9388939039072284e-18,7.389028e+00,2.273845e+02,2076908,1478743,8217,11497
data/road/road-oka-integer-distance.gml,3099831040,2461255338,17,insert,0,1.6070737460971346e-01,6.9388939039072284e-18,7.559017e+00,2.278684e+02,1318162,2013959,7267,11497
data/road/road-oka-integer-distance.gml,3099831040,3098625102,15,insert,0,1.6071028198616202e-01,2.7755575615628914e-17,2.629668e+00,2.278957e+02,146234,818504,7435,11497
data/road/road-oka-integer-distance.gml,1922999275,3659576469,57,insert,0,1.6071045253265606e-01,6.9388939039072284e-18,1.997112e+00,2.266603e+02,14890,560021,6347,11497
data/road/road-oka-integer-distance.gml,1922999275,2474261412,47,insert,0,1.6071033087053410e-01,6.9388939039072284e-18,2.543540e+00,2.271381e+02,289298,587629,3827,11497
data/road/road-oka-integer-distance.gml,1922999275,5517955667,53,insert,0,1.6071056625562732e-01,6.9388939039072284e-18,7.893213e+00,2.301553e+02,1856174,1925652,9022,11497
data/road/road-oka-integer-distance.gml,1922999275,5517955668,37,insert,0,1.6071041680647744e-01,6.9388939039072284e-18,2.624592e+00,2.296015e+02,72480,817739,9541,11497
data/road/road-oka-integer-distance.gml,2474261412,2461255342,70,insert,0,1.6070924642544707e-01,6.9388939039072284e-18,6.985061e+00,2.281235e+02,2042522,1278279,5598,11497
data/road/road-oka-integer-distance.gml,2474261412,2461255340,11,insert,0,1.6071044126764478e-01,6.9388939039072284e-18,2.324601e+00,2.372320e+02,80740,645268,5727,11497
data/road/road-oka-integer-distance.gml,2474261412,3659576468,53,insert,0,1.6071130809417083e-01,6.0715321659188248e-18,5.798912e+00,2.300068e+02,1060016,1576736,8346,11497
data/road/road-oka-integer-distance.gml,2474261412,3659576469,26,insert,0,1.6071141668887973e-01,6.9388939039072284e-18,3.645185e+00,2.274835e+02,226206,1188580,10522,11498
data/road/road-oka-integer-distance.gml,3659576469,3136264765,43,insert,0,1.6071032140792460e-01,6.9388939039072284e-18,2.832244e+00,2.263213e+02,40338,1014666,10151,11498
data/road/road-oka-integer-distance.gml,3659576469,3136264763,35,insert,0,1.6071089692125870e-01,6.9388939039072284e-18,3.074577e+00,2.265646e+02,151714,1001049,9793,11498
data/road/road-oka-integer-distance.gml,3659576469,5517955668,43,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.566224e+00,2.285094e+02,9104,344922,3860,11497
data/road/road-oka-integer-distance.gml,5517955667,3659576468,39,insert,0,1.6071043032449100e-01,6.9388939039072284e-18,2.022164e+00,2.272817e+02,57254,503424,5318,11497
data/road/road-oka-integer-distance.gml,5517955668,3136264765,64,insert,0,1.6069687547435302e-01,6.9388939039072284e-18,3.314100e+00,2.278209e+02,373076,909338,4171,11497
data/road/road-oka-integer-distance.gml,2474261399,3114753076,27,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.554734e+00,2.365638e+02,29618,320143,3211,11497
data/road/road-oka-integer-distance.gml,2474261399,3114753088,24,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.297545e+00,2.289739e+02,23390,176838,1735,11497
data/road/road-oka-integer-distance.gml,3136264765,2474261498,70,insert,0,1.6071081816273686e-01,2.7755575615628914e-17,2.335041e+00,2.282422e+02,111746,664497,5555,11497
data/road/road-oka-integer-distance.gml,3136264765,3114753088,49,insert,0,1.6070908073322387e-01,6.9388939039072284e-18,7.478304e+00,2.285558e+02,2165206,1402153,5943,11497
data/road/road-oka-integer-distance.gml,3136264765,3659576468,64,insert,0,1.6068959253190293e-01,6.9388939039072284e-18,3.450044e+00,2.304313e+02,432364,951162,4176,11497
data/road/road-oka-integer-distance.gml,1922999296,2554233516,62,insert,0,1.6073777100111405e-01,2.7755575615628914e-17,2.442848e+01,2.290571e+02,8178152,4545024,10881,11497
data/road/road-oka-integer-distance.gml,1922999296,2554233518,47,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.325478e+00,2.272646e+02,75728,151336,1660,11497
data/road/road-oka-integer-distance.gml,1922999296,3114753077,28,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.503651e+00,2.273673e+02,101138,187564,1720,11497
data/road/road-oka-integer-distance.gml,1922999296,3114753082,45,insert,0,1.6071057454882126e-01,6.9388939039072284e-18,4.163795e+00,2.265322e+02,499806,1225163,7133,11497
data/road/road-oka-integer-distance.gml,2554233516,3114753076,80,insert,0,1.6073777100111405e-01,2.7755575615628914e-17,2.519499e+01,2.347581e+02,8149652,4492966,10873,11497
data/road/road-oka-integer-distance.gml,2554233516,4094841392,28,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.695952e+00,2.277723e+02,160838,258929,2349,11497
data/road/road-oka-integer-distance.gml,2554233518,3114753076,30,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.393464e+00,2.280465e+02,78098,192644,2082,11497
data/road/road-oka-integer-distance.gml,2554233518,5153115135,14,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.039453e+00,2.280934e+02,9606,51587,1012,11497
data/road/road-oka-integer-distance.gml,2554233518,2472645320,13,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.998870e+00,2.279486e+02,166190,427049,3246,11497
data/road/road-oka-integer-distance.gml,2554233518,3114753083,10,insert,0,1.6071031655860546e-01,6.9388939039072284e-18,1.227555e+01,2.264960e+02,3787534,2368388,5162,11497
data/road/road-oka-integer-distance.gml,3114753077,2472645304,24,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,6.007247e+00,2.268314e+02,1607996,1220744,4390,11497
data/road/road-oka-integer-distance.gml,3114753077,3114753076,14,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.577285e+00,2.271742e+02,82374,257178,2681,11497
data/road/road-oka-integer-distance.gml,3114753077,4695333587,88,insert,0,1.6071472826424887e-01,1.3877787807814457e-17,2.003284e+01,2.356346e+02,6892382,3207710,10667,11497
data/road/road-oka-integer-distance.gml,3114753077,2474261403,20,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.115358e+00,2.286215e+02,4568,105417,1749,11497
data/road/road-oka-integer-distance.gml,3114753082,2472645304,11,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.540730e-01,2.274918e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,3114753082,2472645314,12,insert,0,1.6071159092105441e-01,6.9388939039072284e-18,4.209159e+00,2.285492e+02,960876,953759,6400,11497
data/road/road-oka-integer-distance.gml,1922999374,3659576466,56,insert,0,1.6071401948583297e-01,6.9388939039072284e-18,8.123371e+00,2.288522e+02,1353144,2331143,9663,11497
data/road/road-oka-integer-distance.gml,1922999374,4280086790,13,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.403523e+00,2.266816e+02,19642,803129,8624,11497
data/road/road-oka-integer-distance.gml,1922999374,6355922535,94,insert,0,1.6071008786562849e-01,6.9388939039072284e-18,2.332800e+01,2.279692e+02,5033402,6026747,10311,11497
data/road/road-oka-integer-distance.gml,3659576466,6355922535,39,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.011914e+00,2.272620e+02,5690,54371,919,11497
data/road/road-oka-integer-distance.gml,3659576466,4776453810,12,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.730340e+00,2.349308e+02,50866,854916,9625,11498
data/road/road-oka-integer-distance.gml,6355922535,4280086580,62,insert,0,1.6071242909153630e-01,1.3877787807814457e-17,7.654755e+00,2.275815e+02,1196272,2288426,9363,11497
data/road/road-oka-integer-distance.gml,1924467152,4632828192,61,insert,0,1.6071037142457475e-01,6.9388939039072284e-18,1.750473e+00,2.279238e+02,18510,461088,4694,11497
data/road/road-oka-integer-distance.gml,4632828192,1924467175,86,insert,0,1.6070840635600503e-01,6.0715321659188248e-18,2.102851e+00,2.286336e+02,28816,652377,6373,11497
data/road/road-oka-integer-distance.gml,4632828192,1924467221,39,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.783937e+00,2.274448e+02,13654,482810,4539,11497
data/road/road-oka-integer-distance.gml,4632828192,1924467263,55,insert,0,1.6071017743035174e-01,6.0715321659188248e-18,2.522839e+00,2.274827e+02,56320,842905,7368,11497
data/road/road-oka-integer-distance.gml,4632828192,1924467281,86,insert,0,1.6070987531347744e-01,6.0715321659188248e-18,2.352747e+00,2.291084e+02,55224,760918,7211,11497
data/road/road-oka-integer-distance.gml,1924467159,1924467221,54,insert,0,1.6071008694280747e-01,6.9388939039072284e-18,2.436783e+00,2.265305e+02,34434,832989,7314,11497
data/road/road-oka-integer-distance.gml,1924467159,4632828191,59,insert,0,1.6071002964413214e-01,6.0715321659188248e-18,2.554115e+00,2.357991e+02,42420,840370,7330,11497
data/road/road-oka-integer-distance.gml,4632828191,1924467279,86,insert,0,1.6071006726926987e-01,6.9388939039072284e-18,2.074727e+00,2.307613e+02,46926,604945,5343,11497
data/road/road-oka-integer-distance.gml,4632828191,1924467281,78,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.253691e+00,2.307828e+02,65152,1215350,11775,11497
data/road/road-oka-integer-distance.gml,1924467219,1924467254,53,insert,0,1.6071018622778913e-01,6.9388939039072284e-18,2.328650e+00,2.287740e+02,86104,713371,5947,11497
data/road/road-oka-integer-distance.gml,1924467219,3660338563,56,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.268947e+00,2.281168e+02,47820,718599,6156,11498
data/road/road-oka-integer-distance.gml,1924467219,3660338565,47,insert,0,1.6071041197861541e-01,6.9388939039072284e-18,2.318485e+00,2.267215e+02,99718,687733,6143,11497
data/road/road-oka-integer-distance.gml,1924467219,3660338566,45,insert,0,1.6071039846060184e-01,6.9388939039072284e-18,2.403714e+00,2.271409e+02,86008,720575,6182,11498
data/road/road-oka-integer-distance.gml,1924467219,3660338572,40,insert,0,1.6071035114755441e-01,6.9388939039072284e-18,2.061501e+00,2.282808e+02,96866,544043,4982,11497
data/road/road-oka-integer-distance.gml,1924467219,4412725996,28,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.976807e+00,2.367678e+02,217756,928005,6784,11497
data/road/road-oka-integer-distance.gml,1924467254,1924467337,96,insert,0,1.6071033087053410e-01,6.9388939039072284e-18,3.239824e+00,2.283826e+02,407250,836171,5995,11497
data/road/road-oka-integer-distance.gml,1924467254,3660338566,92,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.034943e+00,2.284188e+02,23190,1119548,9650,11497
