vert,bc
1474850885,0.04290399020288821
1474850887,0.04269342010581027
1474850889,0.043959418122861624
1474850895,0.043496138096320545
1474850905,0.04069763771399155
1474850908,0.04055239316495972
1474851064,0.02234856333673856
1474851146,0.02228156130257492
1474851169,0.0459631322013289
1474851172,0.03765193193122288
1474851174,0.043898944010315896
1474851176,0.03545581935320217
1474851231,0.03539065689538255
1474851333,0.04976043094897754
1474851378,0.035388218020437796
1474851388,0.035428857675175486
1474851389,0.03774723744916259
1474851396,0.02325071238253032
1474851410,0.019298960861904375
1474851439,0.0235333098353094
1474851461,0.000438266229894757
1474851462,0.034708769768161014
1474851466,0.03471458984910394
1474851467,0.024020555368729834
1474851478,0.05660222233972157
1474851486,0.025861643443877206
1474851502,0.025716291003174175
1474851507,0.003766635413920533
1474851508,0.049037134743446696
1474851516,0.0
1474851531,0.003635152455120439
1474851533,0.00016159433398409953
1474851614,0.0003231616319410978
1474851615,0.02617623905079048
1474851616,0.00352536816107135
1474851623,0.00342046927711945
1474851626,0.0004847018938709949
1474851631,0.026210372035005793
1474851708,0.0038451446199814793
1474852208,0.0033264366230599898
1474852240,0.025560452979519133
1474852244,0.003244364256789665
1474852253,2.0266881815765534e-05
1474852257,0.0006825207062526602
1474852273,0.025463096245927578
1474852275,0.0020287215755346315
1474852279,0.0017102546209566767
1474852287,0.0
1474852290,0.025367050759650428
1474852291,0.00017595722338163223
1474852298,0.00010144367968836185
1474852309,0.0020727993389527775
1474852333,0.0
1474852391,0.004211583018569921
1474852407,0.023878320939329803
1474852473,0.027683680762953883
1474852528,0.006034868160738539
1474852582,0.004992642833999366
1474852632,0.010793705363511211
1493960184,0.0
1524992113,0.09237326648946038
1524992212,0.04806576666520297
1786790329,0.009584961796696576
1786790330,0.0013863084985808708
1786790335,0.006262718193316922
1786790339,0.0025084739146792557
1786790382,0.0004847018938709949
1786790388,0.0022185796439557945
1786790394,0.006306149555631432
1786790397,0.002485034932050287
1786790401,0.022429547212184014
1786790402,0.014066177614634644
1786790403,0.02638208164107117
1786790405,0.00226775411258108
1786790411,0.002333704293629549
1786790414,0.0004936384273290832
1786790417,0.007406766708493443
1786790442,0.028577561341131107
1786790449,0.008007108718999102
1786790451,0.0007070349157402841
1786790453,0.022552503458636835
1786790455,0.0006178917593678345
1786790458,0.012980428088394043
1786790460,0.00020831529241774896
1786790464,0.0031783001474662083
1786790466,0.01434413403296152
1786790471,0.020953525002391553
1786790474,0.003051678563965625
1786790477,0.002530992642479219
1786790499,0.022651668001240556
1786790501,0.0027687434965898553
1786790503,0.025316246202464872
1786790505,0.0008077013096494853
1786790508,0.0016045230323217428
1786790511,0.003035990559813724
1786790513,0.0
1786790514,0.0012876538103882
1786790515,0.002442516935480103
1786790522,0.000951454698092464
1786790524,0.029727797539857125
1786790540,6.97552029234525e-05
1786790544,0.023412500736713134
1786790548,0.003385805825523226
1786790549,0.003214779596846695
1786790551,0.022953481084981596
1786790552,0.0015836853839744068
1786790553,0.02825985461096124
1786790554,0.0007913067915582807
1786790556,0.022456421023122647
1786790558,0.0012824016115233648
1786790560,0.00035865328234328814
1786790562,0.027038707449820353
1786790564,0.013821007550858414
1786790578,0.003299281752090553
1786790580,0.0013694813138405923
1786790582,0.0032418335740038
1786790584,0.022451554538244423
1786790586,0.00530378356009352
1786790587,0.030867880758268258
1786790588,0.0012052245489462244
1786790589,0.05728859666296649
1786790595,0.012527813168044414
1786790602,0.022429945993583757
1786790604,0.00044417488924627333
1786790606,0.0017538214218357558
1786790621,0.0013701968932018083
1786790623,0.01813602292739501
1786790624,0.001081806798829651
1786790625,0.013889182307782138
1786790626,0.001648262730642464
1786790627,0.004995881379855132
1786790628,0.023362040578692473
1786790629,0.0036777696119340577
1838384903,0.0019477696000533336
1838384904,0.0010444897227518892
1838384905,0.0017031625932134788
1838384906,0.0012924664163267024
1838384907,0.005370607638357565
1841478908,0.014479912844498727
1841478909,0.014331904114132996
1841478910,0.010311234982698788
1841478911,0.009845568463516226
1841478912,0.00982985827876815
1841478913,0.009820283019169795
1841478914,0.010123109052726247
1841478915,0.008878511227367767
1841478916,0.014962888957103768
1841478917,0.01500460554692097
1841478919,0.015130130065748251
1841478921,0.01996777898263686
1841478926,0.00744586325956683
1841478929,0.003910704945396009
1841478932,0.002074760490764813
1841478934,0.0021593967736052385
1841478937,0.011125842394662345
1841478938,0.003089231082682308
1841478942,0.002930326833394782
1841478944,0.0027743289570206385
1841478945,0.0026192097515272857
1841478948,0.0024717485007103583
1841478955,0.0009256257008583101
1841478957,0.0007657346365815886
1841478959,0.0006125282300056481
1841478961,0.0004667229358486716
1841478963,0.0
1841478964,0.00033148872828827914
1851168682,0.0001431733369186708
1851168713,0.0003029157030463363
1851168724,0.0004644289289491312
1851168734,0.0006259151188248258
1851168767,0.004073345687742036
1851168798,0.002243273408455603
1851168810,0.002600148966191941
1851168819,0.0015752611033606335
1851168840,0.006483764505889059
1851168860,0.006650980305808183
1851168902,0.0021471149823938233
1851168913,0.009365529182014472
1851168923,0.005782833372853555
1851168952,0.006290673599918698
1851169007,0.003124952240375353
1851169088,0.0027390796423720307
1851169137,0.006342407182872076
1851169169,0.006416272505629848
1851169203,0.010343012825927247
1851169232,0.011157997371897061
1851169243,0.01469504757497859
1851169253,0.03495052172802527
1851169272,0.040752420958205304
1851169335,0.03959975191831753
1851169396,0.05964524225547106
1851169408,0.06395579981540708
1851169441,0.06397558185113685
1851169497,0.058420691424876575
1851169512,0.06690047676283345
1851169550,0.0060576278319262765
1851169583,0.06555591286234845
1851169620,0.06801621525009427
1851169649,0.025764819611227893
1851169675,0.07832260791390908
1851169687,0.03117721223003451
1851169695,0.023465260638222445
1851169704,0.03753915460605766
1851169705,0.000989570410957255
1851169718,0.0009806304979957789
1851169719,0.0009730221093690386
1851169727,0.001130727761455077
1851169736,0.0006462151197737907
1851169737,0.0003231616319410978
1851169740,0.0
1851557156,0.024211671628476674
1851557251,0.025588870053905997
1851557385,0.03756704699931733
1870835452,0.0004847018938709949
1870835454,0.0003231616319410978
1870835481,0.0006462151197737907
1870835511,0.0008077013096494853
1870835591,0.0009691604634980786
1870835609,0.001997996519672831
1870835649,0.00021388809350398954
1870835740,0.006255028771778969
1870835857,0.0
1870835930,0.006303484114488139
1870836043,0.006332283276785336
1870836148,0.005719460574020184
1870836274,0.005709389653924974
1870836292,0.0061078331033294925
1870836321,0.002530968461866407
1870836332,0.003644151499898928
1870836402,0.006218541128304546
1870836461,0.006308093462072889
1870836907,0.006556581587160368
1870836936,1.9925551973612406e-05
1870837041,5.231471244089553e-06
1870837143,0.007247334055578932
1870837291,0.00014687321722747543
1870837419,0.007659388857199036
1870837471,0.0010709544850376269
1870837491,0.0009196270823452226
1870837522,0.0009281614549001801
1870837571,0.007433403557740087
1870837746,0.007702950494937174
1870837898,0.0009227136954392806
1870837904,0.008142191309237436
1870837958,0.00045625661385710495
1870837959,0.0006087037586719522
1870837977,0.0015720379583297136
1870838008,0.010189576696061117
1870838015,0.0003097709130180804
1870838018,0.0010854356570537274
1870838089,0.01032924481206612
1870838163,0.011585838797690956
1870838184,0.0009163523435625854
1870838185,0.0007636528624947932
1870838186,0.00048111962028008084
1870838244,0.0012651170931685554
1870838316,0.0
1870838387,0.0011227183384263347
1870838390,0.011732536280742277
1870838596,0.02062060192340039
1870838598,0.0009238075280357514
1870838659,0.001075366989960775
1870838710,0.00010969192095649788
1870838752,0.003948890679815404
1870838764,0.02026199155392505
1870838765,0.004093317136590217
1870838770,0.0013124184249839787
1870838774,0.001974161236322913
1870838839,0.0012696366156989794
1870838847,0.0008225970501740113
1870838849,0.015535216314637137
1870838865,5.00166501372903e-06
1870838875,0.0025025740776102863
1870838880,0.005342882923984043
1870838984,0.00185645191027253
1870839001,0.00176875154436063
1870839002,0.008674979766110827
1870839003,0.0006206218083631439
1870839004,0.000468007941381172
1870839047,0.0013313846485959483
1870839074,0.005001206634455057
1870839075,0.0001987172614037103
1870839078,0.008280817878623703
1870839083,6.53370654946585e-06
1870839090,0.00029288567494211516
1870839100,0.0005282463605133478
1870839128,0.0008121217000805377
1870839133,0.001422797962229751
1870839137,0.001660796108801949
1870839138,0.001793851405692461
1870839143,0.005689222092784056
1870839144,0.0005522559135879548
1870839147,0.005789728308631157
1870839151,0.009312708254199928
1870839162,0.003946726648436021
1870839194,0.0046165271635017855
1870839216,0.0017243643100377623
1870839225,0.003932523010724441
1870839240,0.004530620187387603
1870839247,0.0045121140268368064
1870839254,0.004494648753329406
1870839261,0.002000361592700751
1870839262,0.0003231616319410978
1870839300,0.0016347105911677987
1870839321,0.004196596693961385
1870839325,0.0043147143840998456
1870839328,0.0016247252851584082
1870839331,1.7782946825839293e-05
1870839332,0.004185201008538213
1870839335,0.00016138480477406492
1870839346,0.0044806666213135496
1870839417,0.004470442497064766
1870839438,0.002558340132025135
1870839449,0.004657482238555647
1870839456,0.00060896623343506
1870839471,0.000765484553330902
1870839503,0.0024374003945382278
1870839561,0.0054772324666860625
1870839577,6.585750901635733e-05
1870839626,0.003435546110746935
1870839645,0.004164065731949019
1870839674,0.0007132299463086984
1870839680,0.0005593543980620023
1870839682,0.0004089259432707141
1870839687,0.000259051727035001
1870839743,0.004074826796649944
1870839793,0.007102880271532921
1870839841,0.0013162462758210618
1870839842,0.0
1870839843,0.00016159433398409953
1870839845,0.0034473527437820445
1870839859,0.002230658152278059
1870839894,0.01683830986350143
1870839940,0.0033132480413538817
1870839949,0.0036462093717985014
1870839950,0.002207152579715792
1870839994,0.003330253702400561
1870840003,0.0034908603600747883
1870840010,2.189918195200278e-06
1870840019,0.002340284736169062
1870840024,0.0007224578029415476
1870840025,0.0010627445050490213
1870840026,0.003338431239278008
1870840037,0.0031879351944189673
1870840147,0.0037698624765345056
1870840175,0.0035184582460590537
1870840183,0.0013522064448679668
1870840203,0.0035401411397942466
1870840206,0.001408974291372737
1870840208,0.0015599705027331513
1870840216,0.001261803677847148
1870840222,0.00492956835303759
1870840245,0.002361295484230488
1870840251,0.0011505707033458796
1870840273,0.0003647648206446335
1870840311,0.0006320890968389704
1870840331,0.0025593591657718977
1870840361,0.0009852090483600969
1870840416,0.0037980073116823908
1870840422,0.0010466146249137837
1870840425,0.001194785571442119
1870840476,0.0013468497058730326
1870840482,0.0013741326628470708
1870840491,0.0015034558928569536
1870840498,0.005566817274823555
1870840547,0.0039067732487106715
1870840568,0.0013963833131513898
1870840594,0.004476990997503784
1870840606,0.004576138867890799
1870840607,0.006212965360765314
1870840609,0.001483526996866803
1870840622,0.000995959670352035
1870840631,0.0014559098858215405
1870840668,0.00034357112879982246
1870840669,0.0010357713764696682
1870840670,0.0
1870840677,0.0006037658536221368
1870840712,4.231138241343747e-06
1870840720,0.002519676167153605
1870840722,0.0020538472226011026
1870840725,0.000536200118293433
1870840744,0.0003030346615655811
1870840747,0.0003307127943104735
1870840760,0.0017033147176815549
1870840773,0.002178979819493961
1870840805,0.0013483449101841314
1870840820,0.001453744750651183
1870840827,0.0004207995402145087
1870840832,0.0011990996209918492
1870840839,0.001540622384509794
1870840916,0.0014679593925001106
1870840926,0.00019878868011231427
1870840947,9.292057214469657e-05
1870840966,0.0001861723356213833
1870840968,0.005845877529962202
1870840976,0.00047350672564882386
1870841097,0.005701545699282243
1870841105,5.74177625562542e-05
1870841109,0.002122916161036635
1870841120,7.355151172891798e-05
1870841143,0.0012426163596135503
1870841144,0.0010976897363373641
1870841254,0.0003668383337231478
1870841291,4.3987616093714224e-05
1870841319,3.511979920450816e-05
1911450658,0.00904282311538275
1911450659,0.009164525791378974
1911450660,0.02863537288845365
1911450661,0.004576884547266851
1911450662,0.0026412964476386857
1911450663,0.005523716696254421
1911450664,0.0
1911497994,0.0047214999665596575
1911497995,0.00667417898727711
1911497996,0.007570190872407319
1911497997,0.0023978500266336397
1911497998,0.0027979697097184108
1911497999,0.00691333186187825
1911498000,0.002909047227063848
1911498003,0.002743717415335262
1911498005,0.007570596219699348
1911498011,0.0012919571090733097
1911498012,0.00016159433398409953
1911498017,0.0033883171324897536
1911498027,0.007797025746832175
1911498030,0.005870662629322667
1913519624,0.0021577695012727433
1913519653,0.0022621330718880384
1913543263,0.0
1913543279,0.00016159433398409953
1913543282,0.0008280797150770435
1913543289,0.0007925273394389156
1913543290,0.0008646864957721198
1913543322,0.000623248014751289
1913543323,0.00016159433398409953
1913581498,0.015146650480742641
1913581499,0.0007307995835622721
1913581514,0.0
1913581516,0.00048722300339818533
1913581522,0.001365018736183889
1913581527,0.0007839974728884736
1913581544,0.0005804927908929395
1913581562,0.0004209261589414329
1913581567,0.00024192287650639453
1913581572,0.001476177361610629
1913581574,0.003179053213471088
1913581581,0.0014834104819884681
1913581585,0.0016198996118068098
1913581607,0.004440203912256542
1913581609,0.0016430311859941772
1913581617,0.012984008114011254
1913581626,0.0001142925515682252
1913581636,0.0002624049200378407
1913581643,0.0015940071267245993
1913581645,0.0018061913565478901
1913581677,0.0015090451416849588
1913581680,0.000239334176911451
1913581715,0.0007743118161794563
1913581745,0.0009627664430886346
1913581749,0.0003538317516851939
1913581751,0.0018031115024606072
1913581756,0.0005137385869777245
1913581768,0.002221460226818389
1913581770,0.0008942899798755789
1913581771,0.00030875142949613794
1913581777,0.0003814625713826592
1913581780,0.00040943359442114827
1915117747,0.0023372028106401436
1915117748,0.003016265351540583
1915117759,0.0028800488349955125
1915117763,0.0024543440582639364
1915117783,0.0071948494506748565
1915117785,0.003326546569570199
1915117807,0.002294169115702652
1915117816,0.003167520658160717
1915117819,0.0029245997016538365
1915440850,0.0
1915440852,0.014923718081271211
1915440853,0.004821668157298017
1915440858,0.013283781586993568
1915440860,0.0020361303209271847
1915440861,2.3183393239311585e-05
1915440862,0.0040430966863057695
1915440865,0.0023460182291339727
1915440867,0.001668018590327563
1915440868,0.0008931209613751693
1915440870,0.013172424697368063
1915440874,0.00016159433398409953
1915440877,0.00046134276645552524
1915440879,0.00028877631147283995
1915440880,0.0006581943327818975
1915440890,0.012872581724630433
1915440895,0.0012041640013957188
1915440896,0.016561703637347134
1915440897,0.0013914294117855408
1915440899,0.00039765039260952593
1915440901,0.0038066277117863295
1915440904,0.01085414253532272
1915440905,0.0011162240594163925
1915440906,0.013022564084974556
1915440907,0.004343683235617335
1915440908,0.00030469602543095224
1915440911,0.0011230052421710714
1915440912,0.004444900037978284
1915440915,0.0006183815298730662
1915440928,0.020399843558594085
1915440930,0.0005093655095940992
1915440932,0.00034344090526928475
1915440934,0.0033444433796640427
1915440935,0.002806847311074574
1915440936,0.0001876232690758164
1915440938,0.0012593208908155133
1915440939,0.00015167211203794519
1915440941,0.015451222457579834
1915440943,0.0008567274112509783
1915440944,0.004650117806333884
1915440945,0.0005732369971196447
1915440946,0.0003231616319410978
1915440948,0.004187793503351596
1915440950,0.013016438524901752
1915440952,0.0008077013096494853
1915440969,0.015689372639715406
1915440971,0.003019161231900591
1915440972,0.0002143303578473228
1915440975,0.000842849271382223
1915440976,0.008090838737509702
1915440978,0.0012607609133018704
1915440980,0.010192992263577777
1915440982,0.0023056945204129953
1915440983,0.002172143230439581
1915440984,0.00018658463503467722
1915440986,0.0016308882762791194
1915440987,0.0006462151197737907
1915440988,0.0015007706368476363
1915440990,0.0001717396031538391
1915440997,0.00019607202754495358
1915440999,0.00265158616643894
1915441002,0.001021132236809494
1915441004,0.0031195460005274795
1915441008,0.0016326812047478053
1915441012,0.0038031027727888447
1915441013,0.014849260085225224
1915441014,0.0020524069748145287
1915441016,0.005581014051932607
1915441017,0.002864447566813757
1915441022,0.0019313545152700859
1915441033,0.01793015847123943
1915441035,0.01546686523052003
1915441037,0.001765865641582057
1915441040,0.0018416219413210772
1915441041,0.0015330020871568287
1915441044,0.002735823667879617
1915441045,4.074554584382411e-05
1915441046,0.013011187174570164
1915441049,0.0014200977390230166
1915441052,0.006641229869094671
1915441055,5.632280345865406e-05
1915441065,0.000455187564285477
1915441066,0.002496892778372431
1915441067,0.014925706666893204
1915441068,0.0003561928980520353
1916791477,0.0004613788144916603
1916791479,0.0004887167438955287
1916791488,0.0
1916791490,0.012042180957548658
1916791493,0.02045604170230238
1916791500,0.004091613834697088
1916791503,0.013457614315074126
1916791513,0.02034816795416844
1916791515,0.007017057768482911
1916791519,0.007879151734556259
1916791522,0.014746701920719111
1916791523,0.03778475024450695
1916791525,0.03657800671979154
1916791528,0.0011305925813195707
1916791529,0.004836069347733947
1916791530,0.0012919976631139616
1916791532,0.006787020760164988
1916791534,0.04189463131832193
1916791537,0.014635610885360128
1916791538,0.002636505385668535
1916791540,0.02188734947936245
1916791542,0.0023178843891322664
1916791543,0.024151016627580638
1916791545,0.0296309730215481
1916791546,0.019218318501188256
1916791548,0.03643904379349343
1916791550,0.004716071969147135
1916791552,0.045911162307840786
1916791553,0.037893332336550935
1916791555,0.03717046905691754
1916791556,0.030170871797293216
1916791558,0.00023334250804380862
1916791559,0.00892550605435633
1916791562,0.03644718614365541
1916791574,0.018840517058475552
1916791577,0.00018923191268834007
1916791582,0.041493031412753366
1916791584,0.004730604006346739
1916791588,0.04053011987631932
1916791590,0.008149205612941723
1916791591,0.007239810667743127
1916791592,0.0005018003571535567
1916791594,0.0068519618183887476
1916791595,0.01454226443029168
1916791597,0.044606619387072416
1916791600,0.012015050704611174
1916791609,0.022265408834042485
1916791612,0.03143118563458223
1916791613,0.03012305182435789
1916791617,0.05710361393033855
1916791618,0.02985963995677706
1916791620,0.00016159433398409953
1916791623,0.014468095074018618
1916791626,0.038854118151788915
1916791629,0.037808069350821066
1916791635,0.004996852600905009
1916791638,0.0
1916791640,0.019987111500141094
1916791642,0.006797746022642183
1916791645,0.0019461370541350334
1916791657,0.00812514179511107
1916791659,0.04647918337943194
1916791663,0.019979628603740168
1916791664,0.018965470816730702
1916791667,0.020813264222386507
1916791670,0.03738111747205576
1916791671,0.03777297658764366
1916791672,0.02056506448158812
1916791674,0.018582295963631628
1916791678,0.00224737103602213
1916791680,0.022165075433867077
1916791681,0.045694414478570165
1916791682,0.03246729219649733
1916791684,0.038008519330015755
1916791688,0.02253840286469498
1916791689,0.047599728485345966
1916791690,0.03739133372627185
1916791692,0.03656661779337514
1916791695,0.037530143498224824
1916791696,0.036813136053304225
1916791698,0.03118062437718131
1916791700,0.021028711618753568
1916791701,0.006814808008745323
1916791703,0.0004724117665512237
1916791706,0.036556438729171525
1916791709,0.025593237200056854
1916791711,0.038346440011490235
1916791712,0.06671932122763866
1916791718,0.04187330439894358
1916791720,0.0149013838619072
1916791731,0.06591236752791657
1916791732,0.011382993328063347
1916791736,0.033717814380376
1916791739,0.04449036028031179
1916791740,0.0
1916791741,0.03643159536802704
1916791744,0.033333061589210775
1916791745,0.033106219849361275
1916791746,0.008254497597921729
1916791748,0.020067497719521203
1916791749,0.010924512997024568
1916791750,0.009052791669948958
1916791756,0.008031588451189219
1916791761,0.026288436095165527
1916791762,0.008352462464688825
1916791763,0.0003544738573288483
1916791768,0.03778719077889214
1916791769,0.037830333519138934
1916791771,0.041794922450372564
1916791773,0.011297628910888315
1916791774,0.008867973388684893
1916791779,0.030376363627280696
1918181062,0.0004878651090418397
1918181063,0.0006487362293009811
1918181064,0.0003269737117623724
1918181065,0.0008095938315465719
1918181066,0.0001660552784558038
1918181067,0.000970458192798938
1918181068,5.123327135684601e-06
1918181069,0.0011313360720648547
1918181070,0.0019355362162047298
1918181071,0.0020963735414299945
1918181072,0.0012922004333172207
1918181073,0.0014530512765560362
1918181074,0.00177470564998624
1918181075,0.0016138886017813012
1918181076,0.0022571973486417087
1918181077,0.002418021155853423
1918181078,5.123327135684601e-06
1918181079,0.0025788314450515865
1918181080,0.00273964173424975
1918181081,0.0001660552784558038
1918181082,0.0029004520234479137
1918181083,0.003061248794632527
1918181084,0.0032220320478035893
1918181085,0.0008095803135330213
1918181086,0.0009704311567718367
1918181087,0.0006487294702942058
1918181088,0.0011312684819971017
1918181089,0.0004878651090418397
1918181090,0.003382801782961101
1918181091,0.0003269737117623724
1918181092,0.0012920787711952653
1918181093,0.0014528620243663276
1918181094,0.0016136317595238394
1918181095,0.0035436120721592645
1918181096,0.0017744150126949019
1918181097,0.00370446291539808
1918181098,0.0027393443379516366
1918181099,0.002578507012726372
1918181100,0.0029001613861565755
1918181101,0.0019352253018930655
1918181102,0.0038653543126775476
1918181103,0.0024176696875011067
1918181104,0.002096035591091229
1918181105,0.0022568458802893925
1918181106,0.003060991952375065
1918181107,0.004026286263997667
1918181109,0.04722797184769265
1918181110,0.004187204697304235
1918181111,0.0032218563136274313
1918181112,0.008691798834763453
1918181113,0.004187204697304235
1918181114,0.004026286263997667
1918181115,0.0038653543126775476
1918181116,0.008847539868880136
1918181117,0.003382734192893348
1918181118,0.003704456156391305
1918181119,0.009007647221373666
1918181120,0.003543598554145714
1918181121,0.04709057475796416
1918181123,0.009167727537840098
1918181124,0.046816267226995
1918181125,0.009327780818279426
1918181126,0.04667924864164592
1918181127,0.009487807062691653
1918181128,0.04654231116437815
1918181129,0.046405454795191696
1918181130,0.00504171833800908
1918181131,0.04626869305210008
1918181132,0.046131998899076224
1918181133,0.004995824682004729
1918181134,0.005092329780742597
1918181135,0.04599534530009301
1918181136,0.0051482619136096345
1918181137,0.005225554263472827
1918181138,0.00532140452856727
1918181139,0.004955960060043952
1918181140,0.04870101385235907
1918181141,0.0054195578593859185
1918181142,0.004923255305952622
1918181143,0.004833163626638205
1918181144,0.0048580332345271975
1918181145,0.004809340312998032
1918181146,0.005519733098802781
1918181147,0.0048838445296007504
1918181148,0.013500022715832517
1918181149,0.004895335928658211
1918181150,0.012335180316037662
1918181151,0.012083591737985115
1918181152,0.004911002218823944
1918181153,0.013346309383748426
1918181154,0.012197656736325236
1918181155,0.004939339354729429
1918181156,0.004868840622098998
1918181157,0.0047879798238860205
1918181158,0.00476879573495566
1918181159,0.012321251934218541
1918181160,0.005326651290540496
1918181161,0.004968054995014331
1918181162,0.005170247785980525
1918181163,0.005208061049384994
1918181164,0.013193758600829693
1918181165,0.005368246218235751
1918181166,0.0054109361050286055
1918181167,0.012445414888680973
1918181168,0.005286452053854689
1918181169,0.004843169914366373
1918181170,0.004997742483916283
1918181171,0.00524690168181931
1918181172,0.00513345175309574
1918181173,0.00509719644075298
1918181174,0.006909010216880694
1918181175,0.004818354220990824
1918181176,0.004794227946306357
1918181177,0.005062374037846586
1918181178,0.004770463278484369
1918181179,0.004750529615702626
1918181180,0.005029254904647569
1918181181,0.005455277424921033
1918181182,0.004734813573148677
1918181183,0.004752506528627164
1918181184,0.013041234853938058
1918181185,0.005505607224816383
1918181186,0.004741072703094332
1918181187,0.004731605748533114
1918181188,0.004720944091245741
1918181189,0.006750308737796426
1918181190,0.012888765179100623
1918181191,0.004723826131734732
1918181192,0.012583839347439311
1918181193,0.012736309022276742
1918181194,0.004718932610829408
1918181195,0.00556754676290532
1918181196,0.004715769395658564
1918181197,0.0047134442973278574
1918181198,0.005640124977658594
1918181199,0.006591674848779913
1918181200,0.004711700473579827
1918181201,0.004713184751467686
1918181202,0.004710529813606344
1918181203,0.0047109542792318345
1918181204,0.00643305447777695
1918181205,0.006274434106773987
1918181206,0.0057177589294797986
1918181207,0.005797015042927078
1918181208,0.006115813735771023
1918181209,0.006718229815963816
1918181210,0.015296692692382373
1918181211,0.015138599523907883
1918181212,0.02215178563653939
1918181213,0.015454772342843311
1918181214,0.006578588735985921
1918181215,0.015612838475290696
1918181216,0.00595717984675451
1918181217,0.005878434038542455
1918181218,0.014999600549573644
1918181219,0.0064391909802519395
1918181220,0.006873151529929572
1918181221,0.0057985594757515475
1918181222,0.007825896265366384
1918181223,0.006712881961273433
1918181224,0.005974073984413083
1918181225,0.006081834181233197
1918181226,0.006311121319873375
1918181227,0.0061941905026605204
1918181228,0.005640209465019597
1918181229,0.005482116296545108
1918181230,0.007666640547726542
1918181231,0.0075074389021409
1918181232,0.0065526259106308445
1918181233,0.00489599456315755
1918181234,0.004994978456632293
1918181235,0.005094817097511745
1918181236,0.00532403664608417
1918181237,0.0051949260986622085
1918181238,0.004798481429557113
1918181239,0.00470241296265693
1918181240,0.007348277810595912
1918181242,0.006392356341974706
1918181243,0.007189197827132228
1918181244,0.004619446154490005
1918181245,0.006232073255305016
1918181246,0.004555641130531083
1918181247,0.004502582927344905
1918181248,0.007030192192743072
1918181249,0.004457005592857637
1918181250,0.006871213594381017
1918181251,0.004416731825686729
1918181252,0.004382155579369942
1918181253,0.006071790168635327
1918181254,0.004353850928786033
1918181255,0.004328238036557516
1918181256,0.005911520599979188
1918181257,0.006712275550059614
1918181258,0.006553378059778862
1918181259,0.004303364891624377
1918181260,0.004279807500010165
1918181261,0.006394473810491336
1918181262,0.0062454377110957625
1918181263,0.00575127806735015
1918181264,0.004260529911486079
1918181265,0.005723465688293312
1918181266,0.005839850957102159
